ID,Traditional,Simplified,Pinyin,POS,Meaning,Category,Subcategory
L0-378,羊,羊,yáng,N,sheep,自然,動物
L0-379,豬,猪,zhū,N,pig,自然,動物
L0-380,狗,狗,gǒu,N,dog,自然,動物
L0-381,貓,猫,māo,N,cat,自然,動物
L0-382,鼠,鼠,shǔ,N,"mouse, rat",自然,動物
L0-382,老,老,lǎoshǔ,N,"mouse, rat",自然,動物
L0-383,兔,兔,tù,N,"rabbit,hare",自然,動物
L0-383,兔子,兔子,tùzi,N,"rabbit,hare",自然,動物
L0-384,鳥,鸟,niǎo,N,bird,自然,動物
L0-385,雞,鸡,jī,N,chicken,自然,動物
L0-386,鴨,鸭,yā,N,duck,自然,動物
L0-386,鴨子,鸭子,yāzi,N,duck,自然,動物
L0-387,魚,鱼,yú,N,fish,自然,動物
L0-388,山,山,shān,N,mountain,自然,自然環境
L0-389,地,地,dì,N,ground,自然,自然環境
L0-390,天空,天空,tiānkōng,N,sky,自然,自然環境
L0-391,海,海,hǎi,N,sea,自然,自然環境
L0-391,大,大,dàhǎi,N,sea,自然,自然環境
L0-392,海邊,海边,hǎibiān,N,"seashore, sea beach, alongside the sea, coast",自然,自然環境
L0-394,上,上,shàng,N,up; on top of,地方,方位
L0-394,上面,上面,shàngmiàn,N,up; on top of,地方,方位
L0-395,下,下,xià,N,down; under,地方,方位
L0-395,下面,下面,xiàmiàn,N,down; under,地方,方位
L0-396,前,前,qián,N,front,地方,方位
L0-396,前面,前面,qiánmiàn,N,front,地方,方位
L0-397,後,后,hòu,N,back,地方,方位
L0-397,後面,后面,hòumiàn,N,back,地方,方位
L0-398,裡,里,lǐ,N,inside,地方,方位
L0-398,裡面,里面,lǐmiàn,N,inside,地方,方位
L0-399,外,外,wài,N,outside,地方,方位
L0-399,外面,外面,wàimiàn,N,outside,地方,方位
L0-400,中間,中间,zhōngjiān,N,"center, middle",地方,方位
L0-401,在,在,zài,Prep/Asp,"in, at, on, etc.; progressive aspect marker",地方,方位
L0-402,來,来,lái,V,to come,地方,方位
L0-403,去,去,qù,V,to go,地方,方位
L0-404,回,回,huí,V,to go back to,地方,方位
L0-405,進,进,jìn,V,to enter,地方,方位
L0-406,出,出,chū,V,to go out,地方,方位
L0-407,住,住,zhù,V,to live,地方,方位
L0-408,哪,哪,nǎ,N,which,地方,方位
L0-409,哪裡,哪里,nǎlǐ,N,where,地方,方位
L0-409,哪兒,哪儿,nǎr,N,where,地方,方位
L0-410,這裡,这里,zhèlǐ,Adv,here,地方,方位
L0-410,這兒,这儿,zhèr,Adv,here,地方,方位
L0-411,那裡,那里,nàlǐ,Adv,there,地方,方位
L0-411,那兒,那儿,nàr,Adv,there,地方,方位
L0-412,路,路,lù,N,road,地方,方位
L0-413,這,这,zhè,Det,this; these,地方,方位
L0-413,這些,这些,zhèixiē,Det,this; these,地方,方位
L0-414,那,那,nà,Det,that; those,地方,方位
L0-414,那些,那些,nèixiē,Det,that; those,地方,方位
L0-415,家,家,jiā,N,home,地方,處所
L0-416,房,房,fáng,N,house,地方,處所
L0-416,房子,房子,fángzi,N,house,地方,處所
L0-417,房間,房间,fángjiān,N,room,地方,處所
L0-418,學校,学校,xuéxiào,N,school,地方,處所
L0-419,餐廳,餐厅,cāntīng,N,"restaurant, dining room",地方,處所
L0-420,醫院,医院,yīyuàn,N,hospital,地方,處所
L0-421,公園,公园,gōngyuán,N,park,地方,處所
L0-422,花園,花园,huāyuán,N,garden,地方,處所
L0-423,動物園,动物园,dòngwùyuán,N,zoo,地方,處所
L0-424,車站,车站,chēzhàn,N,station,地方,處所
L0-425,市場,市场,shìchǎng,N,market,地方,處所
L0-426,店,店,diàn,N,"shop, store",地方,處所
L0-427,商店,商店,shāngdiàn,N,"shop, store",地方,處所
L0-428,百貨公司,百货公司,bǎihuògōngsī,N,department store,地方,處所
L0-429,樓,楼,lóu,N,floor,地方,處所
L0-430,國,国,guó,N,"country, state, nation",地方,國家
L0-430,國家,国家,guójiā,N,"country, state, nation",地方,國家
L0-431,中國,中国,zhōngguó,N,China,地方,國家
L0-432,台灣,台湾,táiwān,N,Taiwan,地方,國家
L0-433,美國,美国,měiguó,N,the United States,地方,國家
L0-434,漢語,汉语,hànyǔ,N,Chinese/Sinitic language(s),地方,語言
L0-435,英語,英语,yīngyǔ,N,English (language),地方,語言
L0-435,英文,英文,yīngwén,N,English (language),地方,語言
L0-436,華語,华语,huáyǔ,N,Chinese (language),地方,語言
L0-436,華文,华文,huáwén,N,Chinese (language),地方,語言
L0-438,請,请,qǐng,V,please,常用語,一般
L0-439,謝,谢,xiè,V,to thank,常用語,一般
L0-439,謝謝,谢谢,xièxie,V,to thank,常用語,一般
L0-440,再見,再见,zàijiàn,V,"Goodbye, or see you again.",常用語,一般
L0-441,不客氣,不客气,búkèqì,V,You are welcome.,常用語,一般
L0-442,沒關係,没关系,méiguānxi,V,Never mind.,常用語,一般
L0-443,對不起,对不起,duìbuqǐ,V,sorry,常用語,一般
L0-444,祝,祝,zhù,V,"to bless, to wish",常用語,祝福
L0-446,對,对,duì,Vs,"right, correct",功能詞,功能詞
L0-447,是,是,shì,Adv,yes,功能詞,功能詞
L0-448,不,不,bù,Adv,"no, not",功能詞,功能詞
L0-449,沒,没,méi,Adv,"no, not",功能詞,功能詞
L0-450,別,别,bié,Adv,other; don't,功能詞,功能詞
L0-451,沒有,没有,méiyǒu,Adv,not have,功能詞,功能詞
L0-452,也,也,yě,Adv,"also, too, as well",功能詞,功能詞
L0-453,有,有,yǒu,V,"to have, to possess",功能詞,功能詞
L0-454,要,要,yào,V,"to want/wish (to), to ask (for), to demand, to request",功能詞,功能詞
L0-455,會,会,huì,V,"will, can, be able to, be good at, be skillful in",功能詞,功能詞
L0-456,像,像,xiàng,V,"to be like, to resemble",功能詞,功能詞
L0-457,不用,不用,búyòng,V,need not,功能詞,功能詞
L0-458,什麼,什么,shéme,N,what,功能詞,功能詞
L0-459,怎麼,怎么,zěnme,N,how,功能詞,功能詞
L0-460,為什麼,为什么,wèishéme,N,why,功能詞,功能詞
L0-461,怎麼樣,怎么样,zěnmeyàng,N,how,功能詞,功能詞
L0-462,怎麼辦,怎么办,zěnmebàn,N,what to do,功能詞,功能詞
L0-463,把,把,bǎ,BA,marking entities which have undergone a certain change of state,功能詞,功能詞
L0-464,可以,可以,kěyǐ,Adv,"can, may",功能詞,功能詞
L0-465,都,都,dōu,Adv,all,功能詞,功能詞
L0-466,和,和,hé,Prep/Conj,"with, and",功能詞,功能詞
L0-466,和,和,hàn,Prep/Conj,"with, and",功能詞,功能詞
L0-467,跟,跟,gēn,Conj/Prep,"and, with",功能詞,功能詞
L0-468,或,或,huò,Conj,"or, either or",功能詞,功能詞
L0-469,因為,因为,yīnwèi,Conj,because,功能詞,功能詞
L0-470,的,的,de,Ptc,possessive particle; common adj. particle; particle: emphasizing an action,功能詞,功能詞
L0-471,嗎,吗,ma,Ptc,a question particle,功能詞,功能詞
L0-472,呢,呢,ne,Ptc,a question particle,功能詞,功能詞
L0-473,喂,喂,wéi,Ptc,"a common telephone or intercom greeting ""hello""",功能詞,功能詞
L0-474,吧,吧,ba,Ptc,particle implying probability,功能詞,功能詞
L1-001,姓,姓,xìng,V/N,"surname, family name",人物,人物
L1-002,家庭,家庭,jiātíng,N,family,人物,家庭
L1-003,客人,客人,kèrén,N,"guest, visitor",人物,家庭
L1-004,伯,伯,bó,N,uncle,人物,家庭
L1-004,伯伯,伯伯,bóbo,N,uncle,人物,家庭
L1-005,父母,父母,fùmǔ,N,parents,人物,家庭
L1-006,寶貝,宝贝,bǎobèi,N,baby,人物,家庭
L1-007,幫,帮,bāng,V,to help,人物,家庭
L1-008,幫忙,帮忙,bāngmáng,V/N,(to) help,人物,家庭
L1-009,事,事,shì,N,matter,人物,家庭
L1-009,事情,事情,shìqíng,N,matter,人物,家庭
L1-009,事情,事情,shìqing,N,matter,人物,家庭
L1-010,家事,家事,jiāshì,N,housework,人物,家庭
L1-011,打掃,打扫,dǎsǎo,V,to clean,人物,家庭
L1-012,長大,长大,zhǎngdà,V,to grow up,人物,家庭
L1-013,容易,容易,róngyì,Vs,easy,人物,家庭
L1-014,簡單,简单,jiǎndān,Vs,simple,人物,家庭
L1-015,難,难,nán,Vs,difficult,人物,家庭
L1-016,清楚,清楚,qīngchǔ,Vs,clear,人物,家庭
L1-016,清楚,清楚,qīngchu,Vs,clear,人物,家庭
L1-017,心,心,xīn,N,heart,人物,身體部位
L1-018,背,背,bèi,N/V,back of body; to carry sth on the back,人物,身體部位
L1-018,背,背,bēi,N/V,back of body; to carry sth on the back,人物,身體部位
L1-019,動,动,dòng,V,to move,人物,身體動作
L1-020,活,活,huó,Vs,alive,人物,身體動作
L1-021,躺,躺,tǎng,V,to lie,人物,身體動作
L1-022,休息,休息,xiūxí,V,to rest,人物,身體動作
L1-022,休息,休息,xiūxi,V,to rest,人物,身體動作
L1-023,拉,拉,lā,V,to pull,人物,手部動作
L1-024,推,推,tuī,V,to push,人物,手部動作
L1-025,接,接,jiē,V,to catch; to pick up someone,人物,手部動作
L1-026,抓,抓,zhuā,V,to grab,人物,手部動作
L1-027,舉,举,jǔ,V,to lift,人物,手部動作
L1-028,弄,弄,nòng,V,to play with something,人物,手部動作
L1-029,掛,挂,guà,V,to hang,人物,手部動作
L1-030,跳,跳,tiào,V,to jump,人物,腳部動作
L1-031,香,香,xiāng,Vs,fragrant,人物,鼻子動作
L1-032,臭,臭,chòu,Vs,stink,人物,口部動作
L1-033,吹,吹,chuī,V,to blow,人物,口部動作
L1-034,說話,说话,shuōhuà,V,to speak,人物,口部動作
L1-035,生氣,生气,shēngqì,Vs,angry,人物,心理活動
L1-036,高興,高兴,gāoxìng,Vs,happy,人物,心理活動
L1-037,開心,开心,kāixīn,Vs,happy,人物,心理活動
L1-038,有趣,有趣,yǒuqù,Vs,interesting,人物,心理活動
L1-039,緊張,紧张,jǐnzhāng,Vs,nervous,人物,心理活動
L1-040,奇怪,奇怪,qíguài,Vs,strange,人物,心理活動
L1-041,疼,疼,téng,Vs,hurt,人物,心理活動
L1-042,夢,梦,mèng,N/V,(to) dream,人物,心理活動
L1-043,做夢,做梦,zuòmèng,V,to dream,人物,心理活動
L1-043,作夢,作梦,zuòmèng,V,to dream,人物,心理活動
L1-044,忘,忘,wàng,Vs,to forget,人物,心理活動
L1-045,想念,想念,xiǎngniàn,Vs,to miss,人物,心理活動
L1-046,懂,懂,dǒng,Vs,to understand,人物,心理活動
L1-047,輕,轻,qīng,Vs,light,人物,人格特質
L1-048,重,重,zhòng,Vs,heavy,人物,人格特質
L1-049,年紀,年纪,niánjì,N,age,人物,人格特質
L1-050,年輕,年轻,niánqīng,Vs,young,人物,人格特質
L1-051,美麗,美丽,měilì,Vs,beautiful,人物,人格特質
L1-052,勇敢,勇敢,yǒnggǎn,Vs,brave,人物,人格特質
L1-053,聰明,聪明,cōngmíng,Vs,smart,人物,人格特質
L1-054,害羞,害羞,hàixiū,Vs,shy,人物,人格特質
L1-055,牙醫,牙医,yáyī,N,dentist,人物,職業
L1-056,司機,司机,sījī,N,driver,人物,職業
L1-057,老闆,老板,lǎobǎn,N,boss,人物,職業
L1-058,畫家,画家,huàjiā,N,painter,人物,職業
L1-059,廚師,厨师,chúshī,N,cook,人物,職業
L1-060,農夫,农夫,nóngfū,N,farmer,人物,職業
L1-060,農民,农民,nóngmín,N,farmer,人物,職業
L1-061,歌手,歌手,gēshǒu,N,singer,人物,職業
L1-061,歌星,歌星,gēxīng,N,singer,人物,職業
L1-062,做,做,zuò,Vs,to be,人物,職業
L1-064,第,第,dì,Det,marker of ordinal numerals,數量,數字
L1-065,千,千,qiān,Num,thousand,數量,數字
L1-066,數目,数目,shùmù,N,amount,數量,數字
L1-067,全部,全部,quánbù,N/Det,"all, whole",數量,數字
L1-068,一半,一半,yíbàn,N/Det,"one half, half",數量,數字
L1-069,一些,一些,yìxiē,Det,a little bit,數量,數字
L1-070,一點兒,一点儿,yìdiǎnr,Det/Adv,"a bit, a little",數量,數字
L1-071,完,完,wán,V,"to use up, to finish, to complete",數量,數字
L1-072,算,算,suàn,V,"to calculate, to count",數量,數字
L1-073,加,加,jiā,V,to add,數量,數字
L1-074,總共,总共,zǒnggòng,V,to total,數量,數字
L1-075,只,只,zhǐ,Adv,only,數量,數字
L1-076,片,片,piàn,M,"partial measure word for thin, flat pieces of something and for a vast expanse of something",數量,數字
L1-077,件,件,jiàn,M,"individual measure word for clothes, etc., for furniture, jewelry, etc., and for affairs, incidents, etc.",數量,數量
L1-078,位,位,wèi,M,individual measure word for people,數量,數量
L1-079,支,支,zhī,M,"individual measure word for flowers, grass and for rod-shaped article",數量,數量
L1-079,枝,枝,zhī,M,"individual measure word for flowers, grass and for rod-shaped article",數量,數量
L1-080,條,条,tiáo,M,"individual measure word for long, narrow things, such as rivers, pants, snakes, etc.",數量,數量
L1-081,棵,棵,kē,M,individual measure word for plants.,數量,數量
L1-082,顆,颗,kē,M,individual measure word for small and roundish things,數量,數量
L1-083,瓶,瓶,píng,N/M,bottle; container measure word for bottles of liquid substances,數量,數量
L1-084,張,张,zhāng,M,"individual measure word for flat things, or things with a surface",數量,數量
L1-085,包,包,bāo,V/M,to pack; collective measure word for the things wrapped or tied up and for the things fixed in bundles,數量,數量
L1-086,間,间,jiān,M,container measure word for houses or other buildings,數量,數量
L1-087,把,把,bǎ,M,individual measure word for a thing with a handle or something like a handle,數量,數量
L1-088,付,付,fù,V,to pay,數量,金錢
L1-089,收,收,shōu,V,to receive,數量,金錢
L1-090,賣,卖,mài,V,to sell,數量,金錢
L1-091,貴,贵,guì,Vs,expensive,數量,金錢
L1-092,便宜,便宜,piányi,Vs,cheap,數量,金錢
L1-093,找錢,找钱,zhǎoqián,V,to give change,數量,金錢
L1-094,錢包,钱包,qiánbāo,N,"wallet, purse",數量,金錢
L1-096,更,更,gèng,Adv,more,程度,程度
L1-097,還,还,hái,Adv,still,程度,程度
L1-098,這麼,这么,zhème,Adv,such,程度,程度
L1-099,那麼,那么,nàme,Adv,like that,程度,程度
L1-100,壞,坏,huài,Vs,bad,程度,程度
L1-101,棒,棒,bàng,Vs,excellent,程度,程度
L1-103,今年,今年,jīnnián,N/Adv,this year,時間,年月日星期
L1-104,去年,去年,qùnian,N/Adv,last year,時間,年月日星期
L1-105,明年,明年,míngnián,N/Adv,next year,時間,年月日星期
L1-106,前天,前天,qiántiān,N/Adv,day before yesterday,時間,年月日星期
L1-107,後天,后天,hòutiān,N/Adv,day after tomorrow,時間,年月日星期
L1-108,週末,周末,zhōumò,N/Adv,weekend,時間,年月日星期
L1-109,以前,以前,yǐqián,N/Adv,ealier; before; ago,時間,時間
L1-110,從前,从前,cóngqián,N/Adv,long time ago,時間,時間
L1-111,以後,以后,yǐhòu,N/Adv,"hereafter, afterward, subsequently",時間,時間
L1-112,後來,后来,hòulái,N/Adv,"subsequently, later",時間,時間
L1-113,正在,正在,zhèngzài,Adv,presently,時間,時間
L1-114,一直,一直,yìzhí,Adv,"continuously, perennially, all along",時間,時間
L1-115,常常,常常,chángcháng,Adv,"frequently,often",時間,時間
L1-116,忽然,忽然,hūrán,Adv,suddenly,時間,時間
L1-117,來得及,来得及,láidejí,Adv,be in time,時間,時間
L1-118,一會兒,一会儿,yìhuǐēr,Adv,a while,時間,時間
L1-119,小時,小时,xiǎoshí,N,hour,時間,時間
L1-120,分鐘,分钟,fēnzhōng,N,minute,時間,時間
L1-121,時候,时候,shíhòu,N,time,時間,時間
L1-121,時候,时候,shíhou,N,time,時間,時間
L1-122,又,又,yòu,Conj/Adv,again,時間,時間
L1-123,才,才,cái,Conj/Adv,just,時間,時間
L1-124,然後,然后,ránhòu,Conj,then,時間,時間
L1-125,慢,慢,màn,Vs,slow,時間,時間
L1-127,灰色,灰色,huīsè,N,gray,形色,顏色
L1-128,紫色,紫色,zǐsè,N,purple,形色,顏色
L1-129,橘色,橘色,júsè,N,orange,形色,顏色
L1-130,寬,宽,kuān,Vs,wide,形色,尺寸
L1-131,窄,窄,zhǎi,Vs,narrow,形色,尺寸
L1-132,細,细,xì,Vs,"thin, fine",形色,尺寸
L1-133,比較,比较,bǐjiào,V,to compare,形色,尺寸
L1-134,比,比,bǐ,V,to compare,形色,尺寸
L1-135,邊,边,biān,N,"side, edge",形色,形狀
L1-137,上衣,上衣,shàngyī,N,top,生活,衣物飾品
L1-138,洋裝,洋装,yángzhuāng,N,dress,生活,衣物飾品
L1-139,內衣,内衣,nèiyī,N,underwear,生活,衣物飾品
L1-140,內褲,内裤,nèikù,N,underpants,生活,衣物飾品
L1-141,口袋,口袋,kǒudài,N,pocket,生活,衣物飾品
L1-142,手帕,手帕,shǒupà,N,handkerchief,生活,衣物飾品
L1-143,手套,手套,shǒutào,N,gloves,生活,衣物飾品
L1-144,眼鏡,眼镜,yǎnjìng,N,glasses,生活,衣物飾品
L1-145,圍巾,围巾,wéijīn,N,scarf,生活,衣物飾品
L1-146,家具,家具,jiājù,N,furniture,生活,居家用品
L1-147,鈴,铃,líng,N,bell,生活,居家用品
L1-148,屋頂,屋顶,wūdǐng,N,roof,生活,居家用品
L1-149,沙發,沙发,shāfā,N,sofa,生活,居家用品
L1-150,書架,书架,shūjià,N,bookshelf,生活,居家用品
L1-151,書桌,书桌,shūzhuō,N,desk,生活,居家用品
L1-152,鏡,镜,jìng,N,mirror,生活,居家用品
L1-152,鏡子,镜子,jìngzi,N,mirror,生活,居家用品
L1-153,桶,桶,tǒng,N,bucket,生活,居家用品
L1-153,桶子,桶子,tǒngzi,N,bucket,生活,居家用品
L1-154,盒,盒,hé,M,box; container measure word for things in a box,生活,居家用品
L1-154,盒子,盒子,hézi,N,box; container measure word for things in a box,生活,居家用品
L1-155,袋,袋,dài,N,bag,生活,居家用品
L1-155,袋子,袋子,dàizi,N,bag,生活,居家用品
L1-156,毛巾,毛巾,máojīn,N,towel,生活,居家用品
L1-157,牙刷,牙刷,yáshuā,N,toothbrush,生活,居家用品
L1-158,牙膏,牙膏,yágāo,N,toothpaste,生活,居家用品
L1-159,手機,手机,shǒujī,N,"cell phone, mobile phone",生活,居家用品
L1-160,垃圾,垃圾,lèsè,N,garbage,生活,居家用品
L1-161,東西,东西,dōngxi,N,thing,生活,居家用品
L1-162,信,信,xìn,N,"letter, mail",生活,居家用品
L1-163,郵票,邮票,yóupiào,N,stamp,生活,居家用品
L1-164,卡片,卡片,kǎpiàn,N,card,生活,居家用品
L1-165,報紙,报纸,bàozhǐ,N,newspaper,生活,居家用品
L1-166,湯匙,汤匙,tāngchí,N,spoon,生活,居家用品
L1-166,勺子,勺子,sháozi,N,spoon,生活,居家用品
L1-167,盤,盘,pán,M,plate; individual measure word for plate-shaped things.,生活,居家用品
L1-167,盤子,盘子,pánzi,N,plate; individual measure word for plate-shaped things.,生活,居家用品
L1-168,茶壺,茶壶,cháhú,N,"teapot, teakettle",生活,居家用品
L1-169,舊,旧,jiù,Vs,old,生活,居家用品
L1-170,乾淨,干净,gānjìng,Vs,clean,生活,居家用品
L1-171,亂,乱,luàn,Vs,messy,生活,居家用品
L1-172,整理,整理,zhěnglǐ,V,"to put in order, to arrange",生活,居家用品
L1-173,關,关,guān,V,"to close, to shut, to turn off",生活,居家用品
L1-174,搬,搬,bān,V,to move,生活,居家用品
L1-175,倒,倒,dào,V,to empty,生活,居家活動
L1-176,用,用,yòng,V,to use,生活,居家活動
L1-177,找,找,zhǎo,V,"to find, to look for",生活,居家活動
L1-178,刷,刷,shuā,V,to brush,生活,居家活動
L1-179,寄,寄,jì,V,"to send, to mail",生活,居家活動
L1-180,食物,食物,shíwù,N,food,生活,飲食
L1-181,米,米,mǐ,N,rice,生活,飲食
L1-182,炒飯,炒饭,chǎofàn,N,fried rice,生活,飲食
L1-183,粽,粽,zòng,N,a pyramid-shaped mass of glutinous rice wrapped in leaves,生活,飲食
L1-183,粽子,粽子,zòngzi,N,a pyramid-shaped mass of glutinous rice wrapped in leaves,生活,飲食
L1-184,包子,包子,bāozi,N,steamed stuffed bun,生活,飲食
L1-185,月餅,月饼,yuèbǐng,N,moon cake,生活,飲食
L1-185,月餅,月饼,yuèbing,N,moon cake,生活,飲食
L1-186,牛排,牛排,niúpái,N,beefsteak,生活,飲食
L1-187,沙拉,沙拉,shālā,N,salad,生活,飲食
L1-188,咖哩,咖哩,kālǐ,N,curry,生活,飲食
L1-189,奶油,奶油,nǎiyóu,N,"cream, butter",生活,飲食
L1-190,青菜,青菜,qīngcài,N,vegetables,生活,飲食
L1-191,南瓜,南瓜,nánguā,N,pumpkin,生活,飲食
L1-192,玉米,玉米,yùmǐ,N,corn,生活,飲食
L1-192,玉米,玉米,yùmi,N,corn,生活,飲食
L1-193,洋蔥,洋葱,yángcōng,N,onion,生活,飲食
L1-194,咖啡,咖啡,kāfēi,N,coffee,生活,飲食
L1-195,開水,开水,kāishuǐ,N,boiling/boiled water,生活,飲食
L1-196,奶茶,奶茶,nǎichá,N,milk tea,生活,飲食
L1-197,炸雞,炸鸡,zhájī,N,fried chicken,生活,飲食
L1-198,薯條,薯条,shǔtiáo,N,French fries,生活,飲食
L1-199,雞塊,鸡块,jīkuài,N,Chicken nugget,生活,飲食
L1-200,披薩,披萨,pīsà,N,pizza,生活,飲食
L1-200,比薩,比萨,bǐsà,N,pizza,生活,飲食
L1-201,點心,点心,diǎnxīn,N,snack,生活,飲食
L1-201,點心,点心,diǎnxin,N,snack,生活,飲食
L1-202,巧克力,巧克力,qiǎokèlì,N,chocolate,生活,飲食
L1-203,葡萄,葡萄,pútao,N,grape,生活,飲食
L1-204,飽,饱,bǎo,Vs,full,生活,飲食
L1-205,渴,渴,kě,Vs,thirsty,生活,飲食
L1-206,烤,烤,kǎo,V,"to roast, to barbecue, to bake",生活,飲食
L1-207,做菜,做菜,zuòcài,V,to cook,生活,飲食
L1-208,菜單,菜单,càidān,N,menu,生活,飲食
L1-209,點菜,点菜,diǎncài,V,to order dishes,生活,飲食
L1-210,年級,年级,niánjí,N,grade,生活,學校
L1-211,班級,班级,bānjí,N,class,生活,學校
L1-212,小學,小学,xiǎoxué,N,"primary school, elementary school",生活,學校
L1-213,中學,中学,zhōngxué,N,middle school,生活,學校
L1-214,校長,校长,xiàozhǎng,N,principal,生活,學校
L1-215,寒假,寒假,hánjià,N,winter vacation,生活,學校
L1-216,暑假,暑假,shǔjià,N,summer vacation,生活,學校
L1-217,請假,请假,qǐngjià,V,to ask for leave,生活,學校
L1-218,小學生,小学生,xiǎoxuéshēng,N,an elementary school student,生活,學校
L1-219,句,句,jù,N,sentence,生活,學校
L1-219,句子,句子,jùzi,N,sentence,生活,學校
L1-220,故事,故事,gùshi,N,"story, tale",生活,學校
L1-221,作文,作文,zuòwén,N,composition,生活,學校
L1-222,圖片,图片,túpiàn,N,"picture, photograph",生活,學校
L1-223,科學,科学,kēxué,N,science,生活,學校
L1-224,美術,美术,měishù,N,art,生活,學校
L1-225,數學,数学,shùxué,N,math,生活,學校
L1-226,體育,体育,tǐyù,N,physical education,生活,學校
L1-227,功課,功课,gōngkè,N,homework,生活,學校
L1-228,本子,本子,běnzi,N,"book, notebook",生活,學校
L1-229,運動會,运动会,yùndònghuì,N,sports day,生活,學校
L1-230,練習,练习,liànxí,N/V,(to) practice,生活,學校
L1-231,準備,准备,zhǔnbèi,N/V,"to prepare, preparation",生活,學校
L1-232,加油,加油,jiāyóu,V,to cheer on,生活,學校
L1-233,賽跑,赛跑,sàipǎo,N/V,(to) race,生活,學校
L1-234,比賽,比赛,bǐsài,N/V,"match, competition; to compete",生活,學校
L1-235,參加,参加,cānjiā,V,"to join, to attend",生活,學校
L1-236,排隊,排队,páiduì,V,to stand in line,生活,學校
L1-237,膠水,胶水,jiāoshuǐ,N,glue,生活,學校
L1-238,蠟筆,蜡笔,làbǐ,N,wax crayon,生活,學校
L1-239,交,交,jiāo,V,"to hand over, to deliver",生活,學校
L1-239,交給,交给,jiāogěi,V,"to hand over, to deliver",生活,學校
L1-240,帶,带,dài,V,"to take, to bring",生活,學校
L1-241,翻,翻,fān,V,"to turn over, to turn around",生活,學校
L1-242,教,教,jiāo,V,to teach,生活,學校
L1-243,打架,打架,dǎjià,V,to fight,生活,學校
L1-244,走路,走路,zǒulù,V/N,(to) walk,生活,休閒活動
L1-245,跑步,跑步,pǎobù,V/N,(to) jog,生活,休閒活動
L1-246,舞蹈,舞蹈,wǔdào,N,dance,生活,休閒活動
L1-247,滑雪,滑雪,huáxuě,V/N,(to) ski,生活,休閒活動
L1-248,逛,逛,guàng,V,to window-shop,生活,休閒活動
L1-249,散步,散步,sànbù,V/N,(to) take a walk,生活,休閒活動
L1-250,旅行,旅行,lǚxíng,V/N,"(to) travel, journey, tour",生活,休閒活動
L1-251,溜滑梯,溜滑梯,liūhuátī,N,slide,生活,休閒活動
L1-252,網球,网球,wǎngqiú,N,tennis,生活,休閒活動
L1-253,羽毛球,羽毛球,yǔmáoqiú,N,badminton,生活,休閒活動
L1-254,乒乓球,乒乓球,pīngpāngqiú,N,ping-pong/table tennis,生活,休閒活動
L1-254,桌球,桌球,zhuōqiú,N,ping-pong/table tennis,生活,休閒活動
L1-255,收集,收集,shōují,V/N,"to gather, to collect",生活,休閒活動
L1-256,卡通,卡通,kǎtōng,N,cartoon,生活,休閒活動
L1-257,漫畫,漫画,mànhuà,N,comic book,生活,休閒活動
L1-258,上網,上网,shàngwǎng,V,to surf the internet,生活,休閒活動
L1-259,鼓,鼓,gǔ,N,drum,生活,休閒活動
L1-260,吉他,吉他,jítā,N,guitar,生活,休閒活動
L1-261,小提琴,小提琴,xiǎotíqín,N,violin,生活,休閒活動
L1-262,拜年,拜年,bàinián,V,to pay a New Year call,生活,休閒活動
L1-263,紅包,红包,hóngbāo,N,red envelope with gift money,生活,休閒活動
L1-264,壓歲錢,压岁钱,yāsuìqián,N,money given to children as a lunar New Year gift,生活,休閒活動
L1-265,節,节,jié,N,festival,生活,休閒活動
L1-266,端午節,端午节,duānwǔjié,N,the Dragon Boat Festival (falling on the fifth day of the fifth lunar month),生活,休閒活動
L1-267,中秋節,中秋节,zhōngqiūjié,N,the Moon Festival or the Mid-Autumn Festival(on the 15th day of the 8th lunar month),生活,休閒活動
L1-268,聖誕節,圣诞节,shèngdànjié,N,Christmas,生活,休閒活動
L1-269,健康,健康,jiànkāng,Vs/N,"healthy, health",生活,健康
L1-270,咳嗽,咳嗽,késòu,V,to cough,生活,健康
L1-270,咳嗽,咳嗽,késou,V,to cough,生活,健康
L1-271,發燒,发烧,fāshāo,V,to have a fever,生活,健康
L1-272,口罩,口罩,kǒuzhào,N,a gauze mask,生活,健康
L1-273,蛀牙,蛀牙,zhùyá,V/N,"decayed tooth, dental caries",生活,健康
L1-274,跌倒,跌倒,diédǎo,V,to fall over,生活,健康
L1-275,住院,住院,zhùyuàn,V,to be in hospital,生活,健康
L1-276,受傷,受伤,shòushāng,Vs/N,"be injured/wounded; injury, wound",生活,健康
L1-277,小心,小心,xiǎoxīn,Vs,careful,生活,健康
L1-279,卡車,卡车,kǎchē,N,truck,交通,交通工具
L1-280,計程車,计程车,jìchéngchē,N,taxi,交通,交通工具
L1-281,消防車,消防车,xiāofángchē,N,fire truck,交通,交通工具
L1-282,救護車,救护车,jiùhùchē,N,ambulance,交通,交通工具
L1-283,摩托車,摩托车,mótuōchē,N,"motorcycle, scooter",交通,交通工具
L1-284,票,票,piào,N,ticket,交通,交通工具
L1-285,開車,开车,kāichē,V,to drive a car,交通,交通工具
L1-286,停,停,tíng,V,"to park, to stop",交通,交通工具
L1-287,迷路,迷路,mílù,V,to get lost,交通,交通工具
L1-288,搭,搭,dā,V,to travel by or take (a conveyance),交通,交通工具
